credit_policy,int_rate,installment,log_annual_inc,dti,fico,days_with_cr_line,revol_bal,revol_util,inq_last_6mths,delinq_2yrs,pub_rec,not_fully_paid,purpose_all_other,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_major_purchase,purpose_small_business
1,0.1474,89.8,10.34161344,5.3,662,2737.0,8.438366410870266,64.2,1,0,0,0,0,0,0,1,0,0,0
1,0.0963,318.54,10.77895629,24.52,742,3029.958333,10.588854545777112,69.5,1,0,0,0,0,0,0,0,0,0,1
1,0.1474,207.23,10.49127422,14.0,677,2730.0,9.933871257170567,94.1,2,0,0,1,0,0,0,0,0,0,1
1,0.1347,339.23,10.91501573,5.59,692,3749.958333,7.796880342783522,24.1,1,2,0,0,1,0,0,0,0,0,0
1,0.08,200.56,10.81977828,11.4,792,3960.0,5.8289456176102075,1.1,0,0,0,0,1,0,0,0,0,0,0
1,0.1474,172.69,10.81977828,6.79,692,1260.0,8.726805608446096,79.0,1,0,0,0,0,0,0,0,0,0,1
1,0.1316,472.79,11.44035477,19.24,717,14760.0,10.615505553846324,65.6,0,0,0,0,0,1,0,0,0,0,0
1,0.0963,584.92,10.46321762,22.76,782,5430.0,8.391176350832751,9.2,0,0,0,0,0,0,1,0,0,0,0
1,0.0932,127.79,10.87426647,0.59,742,3749.958333,6.447305862541213,7.9,1,0,0,0,0,0,0,0,0,1,0
1,0.1221,159.92,11.06663836,16.72,712,7319.958333,9.198166571044474,56.4,3,1,0,0,1,0,0,0,0,0,0
1,0.1442,302.57,10.74281084,5.94,707,4379.958333,9.003931019653137,80.2,0,0,0,0,0,0,1,0,0,0,0
1,0.1474,241.76,10.47678644,17.28,672,3519.0,8.786914938491025,56.9,0,0,0,0,0,0,1,0,0,0,0
1,0.1189,331.64,11.35040654,11.86,732,6481.0,10.467863421858212,67.2,0,0,0,0,0,0,0,0,0,1,0
1,0.1347,678.46,11.98292909,5.02,762,7080.0,8.566744970245486,5.9,6,0,0,0,0,0,0,0,0,0,1
1,0.0932,223.63,11.1844214,18.5,742,6569.958333,10.622789690572924,51.0,0,0,0,0,1,0,0,0,0,0,0
1,0.1183,222.0,11.23511451,12.74,712,4164.0,11.17208168707087,72.1,3,0,0,0,0,1,0,0,0,0,0
1,0.1189,232.15,11.58988651,7.04,792,8640.0,7.9229859587111955,11.0,5,0,0,0,1,0,0,0,0,0,0
1,0.0932,70.29,9.741203889,24.63,732,3810.0,8.537387898701757,30.4,1,0,0,1,0,0,1,0,0,0,0
1,0.1284,201.71,10.66886237,11.95,692,3420.0,8.165647925297504,40.4,0,0,0,0,0,0,1,0,0,0,0
1,0.0932,268.36,12.1547583,1.05,777,3930.0,7.605890001053122,9.1,0,0,0,0,1,0,0,0,0,0,0
1,0.1442,550.13,11.15625052,20.54,687,2189.958333,9.688126141663973,70.1,1,0,0,0,0,0,1,0,0,0,0
1,0.0963,449.32,11.7905572,14.59,787,5459.958333,5.030437921392435,1.0,1,0,0,0,0,0,0,0,0,0,1
1,0.08,203.69,10.81977828,3.24,822,7260.0,10.480802917570951,2.5,0,0,0,0,0,0,0,0,0,0,1
1,0.1379,340.76,10.81985828,16.58,712,3060.0,6.630683385642372,22.9,1,0,0,0,0,0,0,0,0,0,1
1,0.1474,690.74,11.64395373,15.27,702,2639.958333,10.864483927794135,93.4,1,0,0,0,0,0,1,0,0,0,0
1,0.1379,468.54,10.40426284,20.36,702,1800.0,9.89409356689426,66.7,0,0,0,0,0,0,1,0,0,0,0
1,0.1316,168.86,11.91839057,10.98,692,2189.958333,11.23129173105265,72.4,1,0,0,0,0,0,0,0,0,0,1
1,0.1474,207.23,11.5211317,4.96,672,3930.0,8.132412674500905,47.9,2,0,0,0,0,0,1,0,0,0,0
1,0.1442,618.89,11.15625052,7.89,722,3269.958333,9.825850282808975,95.9,1,0,0,0,1,0,0,0,0,0,0
1,0.1284,638.75,11.08214255,16.25,722,4049.958333,9.675582684120208,56.3,0,0,0,0,0,0,1,0,0,0,0
1,0.0768,124.77,10.37349118,5.7,772,7649.958333,8.92930284224307,14.2,2,0,0,0,0,0,0,0,0,1,0
1,0.1253,401.6,10.57131693,13.75,717,2370.0,9.002577922700276,57.2,1,0,0,0,1,0,0,0,0,0,0
1,0.1726,644.12,11.52584169,14.42,662,7170.0,8.238008249218403,16.3,3,0,0,0,1,0,0,0,0,0,0
1,0.1505,156.12,10.40426284,11.78,662,3213.0,8.710124927322207,49.3,1,1,0,0,1,0,0,0,0,0,0
1,0.1316,270.17,10.91508846,20.07,717,4455.958333,10.441762960010218,77.5,0,0,0,0,0,0,0,0,0,0,1
1,0.1379,408.91,10.79973883,11.7,687,4139.958333,9.76347807952779,84.4,2,0,0,0,0,0,1,0,0,0,0
1,0.1347,678.46,12.12269104,7.28,732,7218.0,10.827389247411618,68.5,1,0,0,1,0,0,1,0,0,0,0
1,0.1221,199.89,10.46310334,15.22,717,4710.0,8.836664586357426,27.3,0,1,0,0,1,0,0,0,0,0,0
1,0.1442,515.74,11.40756495,8.21,687,8489.958333,8.561592778712923,48.8,2,0,0,0,0,0,1,0,0,0,0
1,0.0737,77.62,11.63509885,0.39,772,7260.0,7.823645930834952,10.6,0,0,0,0,1,0,0,0,0,0,0
1,0.1632,565.02,11.1124479,10.39,667,7590.0,9.45226642258976,70.4,2,2,0,0,0,0,1,0,0,0,0
1,0.074,155.3,11.35977429,7.92,822,11261.0,7.536363938404511,5.5,0,0,0,0,0,0,1,0,0,0,0
1,0.1411,308.06,10.858999,24.92,687,3240.0,10.251923650196069,86.9,0,0,0,0,0,0,1,0,0,0,0
1,0.1284,268.95,10.6454249,14.2,717,1620.0,9.069698042173716,54.6,0,0,0,0,0,0,1,0,0,0,0
1,0.1347,407.08,10.81985828,13.7,692,2400.0,9.345133468317714,52.0,0,0,0,0,0,0,1,0,0,0,0
1,0.1379,681.51,11.1844214,20.1,707,2430.0,10.215264497991953,45.2,0,0,0,0,0,0,1,0,0,0,0
1,0.1347,305.31,10.46595641,21.91,757,3419.958333,6.423246963533519,6.1,7,0,0,0,0,0,0,0,1,0,0
1,0.0932,111.82,11.3736634,13.5,727,5011.0,9.836064876218694,53.7,3,0,0,0,1,0,0,0,0,0,0
1,0.1568,385.02,10.81985828,13.94,667,1770.0,9.386811515091962,48.7,0,0,0,0,0,0,0,0,1,0,0
1,0.0963,320.95,10.30895266,15.88,762,3630.0,8.41913925094085,33.6,0,0,0,1,0,0,1,0,0,0,0
1,0.08,188.02,11.42958733,5.07,752,8162.958333,9.969556152505833,39.4,0,0,0,1,0,0,1,0,0,0,0
1,0.1474,414.45,10.89673933,4.62,697,5219.958333,8.981807323377534,48.5,0,1,0,0,0,0,1,0,0,0,0
1,0.1253,301.2,10.59663473,0.9,732,15420.95833,4.74493212836325,2.8,0,0,0,0,1,0,0,0,0,0,0
1,0.0768,171.55,11.15625052,10.32,782,5549.958333,8.92771217382708,17.9,0,0,0,0,0,1,0,0,0,0,0
1,0.1537,174.24,10.53049493,22.92,662,4079.958333,8.931551966694522,47.3,1,1,0,0,0,0,1,0,0,0,0
1,0.0963,320.95,11.00209984,9.44,747,5219.958333,10.05134705577498,61.5,1,0,0,1,0,0,1,0,0,0,0
1,0.1347,203.54,10.59663473,4.62,677,2249.958333,8.869398159883518,58.3,0,0,1,0,0,0,0,0,0,0,1
1,0.1726,429.41,11.16764253,2.71,667,5969.958333,8.16223106548118,33.4,2,0,0,0,0,0,1,0,0,0,0
1,0.1474,51.81,10.58405595,20.35,677,1380.0,8.938137870372788,44.8,0,0,0,0,0,0,1,0,0,0,0
1,0.08,31.34,11.12726298,9.21,742,6480.0,8.39728289474368,16.9,0,0,0,0,0,0,0,0,1,0,0
1,0.1379,272.61,11.00209984,10.54,682,7049.958333,9.467150780760877,33.1,0,0,0,0,0,0,0,0,0,0,1
1,0.0768,112.29,10.32548196,10.54,752,2190.958333,7.528331766707247,11.4,0,0,0,0,0,0,0,0,0,1,0
1,0.1253,184.07,10.23981692,22.72,702,2939.958333,8.287276755814599,37.8,1,0,0,0,1,0,0,0,0,0,0
1,0.1632,847.53,11.28973191,14.93,682,3689.958333,10.327610842462827,78.6,2,0,0,0,0,0,1,0,0,0,0
1,0.1347,508.84,10.88743693,14.06,702,11460.0,8.949235314374855,30.3,1,3,0,0,0,0,1,0,0,0,0
1,0.1347,488.49,11.03488966,10.35,702,1829.958333,9.769956159911606,60.0,0,0,0,0,0,1,0,0,0,0,0
1,0.1284,64.72,9.61580548,10.48,702,2321.958333,6.483107351457199,3.7,1,0,0,0,1,0,0,0,0,0,0
1,0.08,172.35,10.95080655,18.76,747,3299.958333,10.606188945900884,63.0,3,0,0,0,0,0,1,0,0,0,0
1,0.1284,201.71,10.6454249,15.29,692,5219.958333,8.670257567143075,31.5,0,1,0,0,1,0,0,0,0,0,0
1,0.1505,520.37,10.6454249,15.43,687,4170.0,9.997933722828073,51.5,2,0,0,0,0,1,0,0,0,0,0
1,0.1095,297.7,11.30471979,0.15,692,4379.958333,6.249975242259483,8.9,0,1,0,0,1,0,0,0,0,0,0
1,0.1411,342.29,11.1124479,6.86,682,5249.958333,9.16785032035523,77.3,1,0,0,0,0,0,1,0,0,0,0
1,0.1095,261.71,10.59653473,22.98,692,7230.0,10.140021056969097,48.5,1,0,0,1,1,0,0,0,0,0,0
1,0.1474,331.56,10.91516119,20.88,682,2880.0,9.864070820172337,93.1,2,0,0,0,0,0,1,0,0,0,0
1,0.1537,48.79,10.49127422,5.07,712,2220.958333,0.0,11.3,2,0,0,0,0,0,0,0,0,0,1
1,0.1474,189.96,10.19555997,21.33,672,3450.0,9.396155818024393,59.3,3,0,0,0,0,0,1,0,0,0,0
1,0.1505,529.05,10.7254676,11.76,682,1469.958333,9.234545060673,43.2,2,0,0,0,0,0,1,0,0,0,0
1,0.1347,295.13,11.15961628,20.43,707,4680.0,9.875653761606692,92.6,3,0,0,0,0,1,0,0,0,0,0
1,0.1411,222.49,11.19821472,11.59,767,5522.958333,0.0,34.5,1,0,0,1,0,0,0,0,1,0,0
1,0.1347,398.6,11.49272276,16.4,697,4350.0,10.34154891634728,71.2,0,0,0,0,0,0,1,0,0,0,0
1,0.0737,62.1,11.08214255,2.38,782,3749.958333,8.197263371414335,10.1,0,0,0,0,0,0,0,0,1,0,0
1,0.0963,224.66,10.08580911,7.85,727,5400.0,9.487820581943367,22.0,2,0,0,0,0,0,1,0,0,0,0
1,0.08,94.01,10.68051622,5.49,737,2490.0,7.932721027481948,39.2,2,0,0,0,1,0,0,0,0,0,0
1,0.0963,256.76,10.6454249,9.03,742,2969.958333,9.608780865147382,48.1,3,0,0,0,1,0,0,0,0,0,0
1,0.08,203.69,11.42954386,6.59,807,8190.0,6.570882962339584,3.9,0,0,0,0,0,0,1,0,0,0,0
1,0.1221,39.98,10.34817337,4.54,702,2309.958333,7.748460023899697,27.3,0,0,0,0,0,0,0,1,0,0,0
1,0.0963,320.95,11.53272809,2.47,742,3420.958333,9.360224821513475,21.8,0,0,0,0,0,0,1,0,0,0,0
1,0.0932,191.69,10.71441777,1.33,762,5340.0,7.791935956938058,26.9,1,0,0,0,1,0,0,0,0,0,0
1,0.1347,232.37,11.51292546,11.62,687,3120.0,9.293577970546238,51.1,0,0,0,0,0,0,0,0,1,0,0
1,0.1284,181.54,10.30881932,1.72,702,3450.0,6.375024819828097,3.6,3,0,0,0,0,0,0,0,1,0,0
1,0.1379,315.2,10.80972795,15.85,682,2520.0,8.70167907103957,74.2,1,0,0,0,0,1,0,0,0,0,0
1,0.1316,216.13,10.93310697,12.45,692,3749.958333,8.289539484624141,62.2,1,0,0,0,1,0,0,0,0,0,0
1,0.0932,191.69,10.62132735,10.77,742,2730.0,7.475339236566737,17.8,1,0,0,0,0,0,1,0,0,0,0
1,0.1379,272.61,11.22524339,12.78,682,6840.0,9.136478523377727,61.9,1,0,0,0,0,1,0,0,0,0,0
1,0.1221,533.04,11.36210258,10.74,737,3749.958333,10.587165036719648,47.3,1,0,0,0,0,0,1,0,0,0,0
1,0.0963,356.25,10.1266311,17.71,742,4842.958333,8.835355971121606,25.7,0,0,0,0,0,0,0,0,0,0,1
1,0.1253,309.57,9.472704636,0.92,727,3425.958333,8.160232492367689,47.9,1,0,0,1,0,0,0,0,0,0,1
1,0.16,632.84,11.15625052,8.66,677,3810.0,9.440260907569415,81.1,2,0,0,0,1,0,0,0,0,0,0
1,0.1379,340.76,10.59663473,21.66,692,4049.958333,9.392578591964389,48.2,0,0,0,0,0,0,1,0,0,0,0
1,0.16,123.06,10.46310334,23.45,662,3810.0,8.58858318750291,89.5,0,0,0,0,1,0,0,0,0,0,0
1,0.1148,167.32,9.903487553,19.68,712,1835.0,8.862058677395472,45.5,0,0,0,1,0,0,1,0,0,0,0
1,0.1189,116.08,10.30895266,11.68,722,6870.0,8.438582790834326,45.8,0,0,0,0,0,1,0,0,0,0,0
1,0.1505,381.61,10.46310334,7.78,672,3030.958333,9.187992508312275,77.6,0,0,0,0,0,0,1,0,0,0,0
1,0.0737,521.57,11.26446411,1.15,772,3000.958333,6.68586094706836,2.3,2,0,0,0,1,0,0,0,0,0,0
1,0.1316,692.29,11.15625052,20.06,722,3659.958333,9.925787060030896,60.0,1,0,0,0,0,0,1,0,0,0,0
1,0.1379,272.61,9.952277717,11.43,682,3150.0,8.545391845774915,46.3,2,0,0,0,0,0,0,0,0,1,0
1,0.1474,276.3,11.5228758,6.42,672,3779.958333,9.775028985632325,47.8,0,2,0,0,0,0,1,0,0,0,0
1,0.1253,401.6,11.38509209,11.15,717,4837.958333,10.300786071311231,77.9,2,0,0,0,0,0,1,0,0,0,0
1,0.1189,331.64,10.71441777,21.95,752,3600.0,8.667680024690174,32.1,1,0,0,0,0,0,1,0,0,0,0
1,0.1695,534.41,10.75790288,0.38,687,5640.0,8.581294116822761,82.0,0,0,0,0,0,0,0,0,0,0,1
1,0.0963,545.61,11.39643659,14.71,772,5219.958333,9.245707515813473,21.1,0,0,0,0,0,0,1,0,0,0,0
1,0.1347,373.15,10.08580911,13.65,697,1829.958333,9.045111892608405,42.2,0,0,0,0,1,0,0,0,0,0,0
1,0.08,125.35,10.77895629,2.77,772,3150.0,6.556778356158042,2.3,0,0,0,0,1,0,0,0,0,0,0
1,0.0963,160.48,10.71894086,11.12,732,2400.0,8.442038517815478,12.6,1,0,0,0,1,0,0,0,0,0,0
1,0.08,266.36,11.32659589,6.75,787,6299.958333,8.914626127827137,6.5,0,0,0,0,0,0,0,0,1,0,0
1,0.1316,168.86,11.86358234,23.26,687,5280.0,11.171195430321974,83.4,2,0,1,0,0,0,0,0,1,0,0
1,0.1316,312.38,10.858999,21.9,702,2040.0,9.12598002335811,86.7,0,0,0,0,0,1,0,0,0,0,0
1,0.0737,263.89,10.26813067,19.83,732,2219.958333,9.140132476932687,27.2,2,0,0,0,1,0,0,0,0,0,0
1,0.0768,31.2,11.41861479,9.77,752,4109.958333,9.95246817475775,45.5,2,0,0,0,1,0,0,0,0,0,0
1,0.16,421.89,10.49127422,0.33,662,13080.0,9.448096635658239,34.8,0,1,1,0,0,0,0,0,1,0,0
1,0.0932,351.42,11.0953983,19.15,747,3749.958333,8.330622620332868,14.3,2,0,0,0,0,1,0,0,0,0,0
1,0.1411,342.29,11.35040654,3.92,682,2850.0,8.166500319155052,22.1,1,2,0,0,0,0,1,0,0,0,0
1,0.1221,333.15,10.94199592,19.2,762,5909.958333,7.798112628829788,13.8,2,0,0,0,1,0,0,0,0,0,0
1,0.1635,335.63,11.06663836,9.51,697,4562.958333,9.747184558140727,38.8,1,0,0,0,0,0,0,0,0,0,1
1,0.1316,337.71,10.41930072,17.37,772,1139.958333,3.295836866004329,0.6,0,0,0,0,0,0,0,0,0,0,1
1,0.1221,119.94,10.30895266,0.6,717,4469.958333,4.51085950651685,1.8,2,0,0,0,1,0,0,0,0,0,0
1,0.1537,167.27,9.68009397,9.98,667,1529.958333,7.004881989712859,61.2,1,0,0,0,1,0,0,0,0,0,0
1,0.0768,224.58,11.35040654,16.72,777,9630.958333,8.21959545417708,38.3,2,0,0,0,0,0,0,0,0,1,0
1,0.08,441.84,11.05089001,10.82,717,3210.0,9.260462981379394,32.0,1,0,0,0,0,0,1,0,0,0,0
1,0.1347,339.23,11.22524339,8.54,742,4290.0,10.105856804633861,26.3,5,0,0,0,0,0,1,0,0,0,0
1,0.1284,605.13,10.91508846,7.29,747,6331.958333,9.738377032472528,22.8,5,0,0,0,1,0,0,0,0,0,0
1,0.1189,331.64,10.90558894,21.54,732,3749.958333,9.361257257293044,40.4,0,0,1,0,0,0,1,0,0,0,0
1,0.1316,81.05,11.26061054,19.1,677,3600.0,8.593598522618644,23.1,2,0,1,0,0,0,0,1,0,0,0
1,0.1316,574.1,10.85892207,16.87,732,7799.958333,9.505246289517283,61.0,0,0,0,1,0,0,1,0,0,0,0
1,0.1379,340.76,10.75790288,23.69,692,4590.0,7.244941546337007,77.8,0,1,1,0,1,0,0,0,0,0,0
1,0.1347,135.7,9.903487553,15.06,702,1469.958333,6.97354301952014,19.4,2,1,0,0,1,0,0,0,0,0,0
1,0.0737,322.88,10.77895629,12.07,727,3299.958333,9.967729154597594,37.9,1,0,0,0,1,0,0,0,0,0,0
1,0.08,313.37,11.61863592,0.49,787,4232.0,8.881280595070423,6.3,1,0,0,0,0,0,0,0,1,0,0
1,0.0963,385.14,11.00209984,6.76,807,7079.958333,7.589841512182657,3.3,3,0,0,0,0,0,0,0,0,0,1
1,0.1253,334.67,10.54006438,10.38,672,3270.0,10.195746634481015,65.2,3,0,0,1,1,0,0,0,0,0,0
1,0.1253,836.66,11.35040654,16.24,762,5849.958333,11.446358220698116,22.1,1,0,0,0,0,0,0,1,0,0,0
1,0.1537,193.4,10.72106231,8.26,667,4050.958333,5.564520407322694,3.3,3,0,1,0,0,0,0,0,0,1,0
1,0.1253,669.33,11.40756495,0.68,792,4469.958333,8.221478947267192,15.2,1,0,0,0,0,0,0,0,0,0,1
1,0.1316,405.25,10.66895539,7.14,722,1741.0,8.972083182851925,29.0,2,0,0,0,0,1,0,0,0,0,0
1,0.1253,435.07,11.08220409,17.11,712,5010.0,9.503606822721864,44.8,0,0,0,0,0,0,1,0,0,0,0
1,0.1379,255.57,10.37349118,9.86,712,2999.958333,7.498869733976931,10.1,2,1,0,0,0,0,0,0,0,0,1
1,0.0963,192.57,10.69194491,4.99,732,4260.0,9.37092743662413,14.6,0,0,0,0,0,0,1,0,0,0,0
1,0.1568,350.02,10.95080655,7.62,682,2850.0,7.504391559161238,34.2,2,0,0,1,0,0,0,0,1,0,0
1,0.1663,780.34,11.09741002,14.96,677,4980.0,10.214751865245466,34.8,0,0,0,0,0,1,0,0,0,0,0
1,0.1442,412.6,10.51867319,7.91,682,4049.958333,9.076694687106265,85.8,1,0,0,1,0,0,1,0,0,0,0
1,0.08,188.02,10.05182135,8.95,757,4109.958333,7.014814351275545,25.3,0,0,0,0,1,0,0,0,0,0,0
1,0.1411,405.62,10.78931908,20.96,682,3659.958333,9.660013734748668,49.9,3,0,0,0,0,0,1,0,0,0,0
1,0.1253,401.6,10.87812266,16.26,717,2730.0,8.91798070997329,41.2,2,0,0,1,0,0,1,0,0,0,0
1,0.1189,165.82,10.77895629,18.13,722,3150.0,9.626151772138492,42.3,2,0,0,0,0,0,0,0,0,1,0
1,0.16,147.67,10.16585182,21.69,712,2012.0,8.725020038618554,99.3,0,0,0,0,1,0,0,0,0,0,0
1,0.1474,86.35,9.779963066,19.08,672,1771.0,8.517793011488205,32.1,3,0,0,0,0,0,1,0,0,0,0
1,0.1284,504.27,10.30895266,12.92,717,10440.0,9.908773556965365,33.4,3,0,0,0,0,0,1,0,0,0,0
1,0.0963,185.35,10.51596683,7.15,732,2370.0,9.171599543659752,65.9,0,0,0,1,1,0,0,0,0,0,0
1,0.1379,221.5,10.5454467,23.37,687,5849.958333,9.435002769259663,49.1,0,1,0,0,1,0,0,0,0,0,0
1,0.1474,276.3,10.71441777,24.08,672,1921.958333,9.040974526342444,66.5,1,0,1,0,0,0,1,0,0,0,0
1,0.1442,292.26,11.35040654,6.11,677,9300.0,8.913281137711804,91.1,1,0,0,0,0,0,0,0,1,0,0
1,0.1253,87.02,9.680344001,19.2,697,1949.958333,8.87570644462861,38.3,1,0,0,0,0,0,1,0,0,0,0
1,0.1411,167.73,10.87804719,3.22,682,6060.0,8.376090350438238,90.4,2,0,0,0,0,0,1,0,0,0,0
1,0.0963,224.66,11.56171563,3.19,762,3210.0,8.991686725934825,30.0,1,0,0,0,0,1,0,0,0,0,0
1,0.1537,374.6,10.62132735,23.33,667,3391.958333,9.988104398256008,78.9,0,0,0,0,0,0,1,0,0,0,0
1,0.1316,168.86,10.96819829,0.12,722,2070.0,8.551981016901902,45.6,0,0,0,0,0,0,1,0,0,0,0
1,0.1411,290.95,10.91501573,1.0,707,1229.958333,8.143807976771484,49.2,0,0,0,1,0,0,0,0,1,0,0
1,0.1411,171.15,10.15580148,6.2,697,3389.958333,8.487352349405215,57.8,2,1,0,0,0,0,1,0,0,0,0
1,0.1758,718.84,11.5229154,16.93,667,3659.958333,9.831293132987641,67.5,0,1,0,0,1,0,0,0,0,0,0
1,0.1189,198.99,10.5454467,22.58,722,4680.0,9.7706416392027,47.7,3,0,0,0,0,0,1,0,0,0,0
1,0.1663,532.05,10.73639668,7.93,672,3029.958333,9.589393056132515,94.9,1,0,0,0,0,0,1,0,0,0,0
1,0.1221,166.58,11.21182037,17.56,712,7170.0,9.498897061838624,28.4,2,0,0,0,0,0,0,0,0,0,1
1,0.1189,298.48,11.35040654,8.84,732,5519.958333,8.592486175451668,27.2,0,0,1,0,0,1,0,0,0,0,0
1,0.1411,143.77,9.836332277,4.62,677,4783.958333,7.721348612617949,37.6,1,0,0,0,0,0,0,0,1,0,0
1,0.0932,207.66,10.35456317,12.08,747,3450.0,7.836369760545124,63.2,0,0,0,1,0,0,1,0,0,0,0
1,0.1284,504.27,11.53272809,12.46,722,3329.958333,1.0986122886681098,0.1,2,0,0,0,0,0,1,0,0,0,0
1,0.1221,399.78,10.49127422,20.33,677,3090.0,10.087058328730514,70.3,1,0,0,0,1,0,0,0,0,0,0
1,0.0932,63.9,10.94192512,5.71,787,3570.0,3.091042453358316,0.4,2,0,0,0,0,0,0,0,0,1,0
1,0.1411,684.58,11.35035948,19.27,702,5489.958333,9.787627666441592,79.2,1,0,0,0,1,0,0,0,0,0,0
1,0.1221,499.73,11.91839057,17.84,752,8069.958333,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0
1,0.1426,240.15,10.37349118,13.35,682,1410.0,8.699514748210191,27.6,1,0,0,1,0,0,1,0,0,0,0
1,0.0963,248.74,10.79957558,11.36,737,5601.958333,8.812992231969966,19.0,0,0,0,0,1,0,0,0,0,0,0
1,0.16,281.26,10.55581274,2.31,667,1800.0,8.099554282376364,58.8,1,1,0,0,1,0,0,0,0,0,0
1,0.16,527.36,11.03488966,7.88,687,2520.0,9.673885691160871,83.2,1,0,0,1,0,0,1,0,0,0,0
1,0.1663,567.52,11.15625052,0.26,667,3329.958333,6.0844994130751715,4.6,3,0,0,0,0,0,0,0,0,0,1
1,0.1505,693.83,11.28230402,15.32,682,4379.958333,9.832904131080666,81.1,3,0,0,0,0,0,1,0,0,0,0
1,0.1474,552.59,10.9040459,9.13,682,7620.0,9.766349664317493,71.9,1,0,0,0,0,0,1,0,0,0,0
1,0.1253,836.66,11.91839057,2.86,762,3389.958333,9.609921536925372,34.0,1,0,0,0,0,0,0,0,1,0,0
1,0.1442,498.55,10.30895266,18.04,697,8910.958333,9.922946983692347,94.0,1,0,0,0,0,0,1,0,0,0,0
1,0.1316,287.05,11.22524339,12.27,697,8069.958333,10.326563344903953,53.7,3,0,0,1,0,0,1,0,0,0,0
1,0.0737,248.37,11.08220409,2.77,727,5219.958333,10.371614421769003,53.2,1,0,0,1,1,0,0,0,0,0,0
1,0.08,188.02,10.70324447,6.44,752,5340.0,8.694669696546992,12.7,1,0,0,0,0,0,1,0,0,0,0
1,0.1347,447.78,10.59663473,12.72,727,1499.958333,9.1821466376054,30.9,2,0,0,0,0,0,1,0,0,0,0
1,0.0963,160.48,11.46167427,15.4,727,3090.0,9.142917695658749,41.0,2,0,0,0,0,1,0,0,0,0,0
1,0.1189,348.23,11.6351431,6.02,727,6719.958333,9.518633568332074,43.1,0,0,0,0,0,1,0,0,0,0,0
1,0.1474,51.81,10.5454467,1.04,667,2130.0,7.485491608030754,59.4,3,0,0,1,1,0,0,0,0,0,0
1,0.0932,159.74,10.81977828,17.57,737,2669.958333,8.877800393882575,67.0,1,0,0,0,0,0,0,0,0,0,1
1,0.1189,530.63,11.35040654,2.61,757,5041.0,10.282095206474409,51.9,2,0,0,0,0,0,0,0,0,0,1
1,0.1426,274.45,10.57387775,21.88,737,2681.0,9.68601538845915,25.0,3,0,0,1,0,0,0,0,0,0,1
1,0.0768,49.91,10.04324949,4.64,757,12391.0,7.9208096792886,9.3,0,0,0,0,0,0,0,0,0,1,0
1,0.0737,372.55,10.81985828,10.1,742,7769.958333,10.93931977308153,33.7,0,0,0,0,1,0,0,0,0,0,0
1,0.0963,417.23,10.6454249,16.14,787,3840.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1
1,0.1316,379.92,11.22524339,18.69,702,3150.0,9.323490469908839,81.7,2,0,0,0,0,0,1,0,0,0,0
1,0.0932,319.47,10.91508846,0.39,782,4710.0,4.605170185988092,0.2,1,0,0,0,1,0,0,0,0,0,0
1,0.1253,251.0,10.59663473,12.87,787,2249.958333,5.700443573390687,1.0,0,0,0,1,0,0,0,0,0,0,1
1,0.1189,331.64,10.87804719,17.12,727,2790.0,8.397508348470257,59.1,0,0,0,0,1,0,0,0,0,0,0
1,0.1568,113.76,9.392661929,11.8,672,1499.958333,8.117610746466228,79.8,0,0,0,1,0,0,0,1,0,0,0
1,0.1347,407.08,11.12726298,21.9,697,5408.0,10.688849217083884,63.7,2,0,0,0,0,0,1,0,0,0,0
1,0.1284,235.33,11.01039864,10.27,682,4202.958333,8.217978203150732,45.2,0,0,0,0,1,0,0,0,0,0,0
1,0.1316,405.25,10.91508846,13.16,707,13681.0,9.108418382250798,37.5,2,0,0,0,0,0,0,0,0,1,0
1,0.08,313.37,11.35035948,1.06,772,6780.0,7.708859601047175,5.4,0,0,0,0,1,0,0,0,0,0,0
1,0.1379,286.24,10.71441777,24.75,697,4829.958333,7.562681246721884,91.6,1,0,0,1,0,0,1,0,0,0,0
1,0.0963,481.42,11.51292546,4.81,802,9637.958333,9.964958874624228,33.9,1,0,0,0,0,0,0,0,0,0,1
1,0.0963,160.48,11.24300472,8.63,722,5189.958333,7.864419904994565,51.0,1,0,0,0,1,0,0,0,0,0,0
1,0.1632,529.71,11.08214255,16.39,672,5310.0,8.918382504661613,48.8,2,0,0,0,1,0,0,0,0,0,0
1,0.1221,158.25,10.71894086,20.95,747,5760.0,10.176297074865158,33.7,1,0,0,0,1,0,0,0,0,0,0
1,0.1568,280.02,11.28978191,16.3,662,4499.958333,9.278279354984376,59.8,0,0,0,0,0,0,1,0,0,0,0
1,0.0768,311.91,10.08580911,0.0,737,1650.0,5.993961427306569,6.7,1,0,0,0,1,0,0,0,0,0,0
1,0.1221,666.3,11.35040654,3.04,787,6510.0,9.539212371252827,18.7,4,0,0,0,0,0,0,0,0,0,1
1,0.0932,527.13,11.05885818,8.35,732,4079.958333,10.643566027780505,85.2,0,0,0,1,1,0,0,0,0,0,0
1,0.0932,233.22,10.30895266,10.52,737,3243.0,9.03025631012242,22.1,3,0,0,0,0,0,1,0,0,0,0
1,0.1505,416.3,10.27505111,2.48,672,4019.958333,8.470311205516108,52.4,2,0,2,0,0,0,0,0,0,0,1
